"","respondent_id","h1n1_knowledge","behavioral_antiviral_meds","behavioral_avoidance","behavioral_face_mask","behavioral_large_gatherings","behavioral_outside_home","doctor_recc_seasonal","child_under_6_months","health_worker","opinion_seas_vacc_effective","opinion_seas_risk","employment_industry_atmlpfrs","employment_industry_cfqqtusy","employment_industry_dotnnunm","employment_industry_haxffmxo","employment_industry_mfikgejo","employment_occupation_xgwztkwe"
"11706",11705,0.5,0,1,0,1,1,0,0,0,1,0.75,0,0,0,0,0,0
"11707",11706,0.5,0,1,0,1,0,0,0,0,0.75,0,0,0,0,0,0,0
"11708",11707,0.5,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"11709",11708,0.5,1,1,0,1,1,0,0.00153808676612597,1.57981971281159e-05,0.75,1,0,0,0,0,0,0
"11710",11709,1,0,1,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0
"11711",11710,1,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"11712",11711,0.5,0,0,0,0,0,0,0,0,0.75,0.25,0,1,0,0,0,0
"11713",11712,0.5,0,1,0,1,1,0,0,0,1,0.25,0,0,0,0,0,0
"11714",11713,0.5,0,1,0,1,0,0,0,0,0.75,0.25,0,0,0,1,0,0
"11715",11714,0.5,0,1,0,0,1,0.00650896992147529,0.00438580110881636,4.16475122642136e-05,0.75,0,0,0,0,0,0,0
"11716",11715,1,0,0,0,1,0,0.0016014392081943,0,0,1,1,0,0,0,0,0,0
"11717",11716,0.5,0,1,0,0,0,1,0,0,1,0.75,0,0,0,0,0,0
"11718",11717,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"11719",11718,0.5,0,1,0,0,0,0,0,0,1,0.75,0,0,0,0,0,0
"11720",11719,0.5,0,1,0,1,1,0,0,0,0.25,0.75,0,0,0,0,0,0
"11721",11720,1,0,1,0,0,1,1,1,0,1,0.75,0,0,0,0,0,0
"11722",11721,1,0,1,1,0,0,0,1,1,1,0.75,0,0,0,0,0,0
"11723",11722,0.5,0,0,0,0,0,1,0.000930290243783519,0.0031794728882851,0.5,0,0,0,0,0,0,0
"11724",11723,1,0,1,0,0,1,1,1,1,0.75,0.75,0,0,0,0,0,0
"11725",11724,1,0,0,0,0,0,1,0,0,0.75,0.25,0,0,0,0,0,0
"11726",11725,0.5,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
"11727",11726,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
"11728",11727,0.5,0,0,0,1,1,0,0,0,1,0.25,0,0,0,0,0,0
"11729",11728,0.5,0,1,0,0,0,1,1,0,1,0.75,0,0,0,0,0,0
"11730",11729,0.5,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"11731",11730,1,0,1,0,0,1,0,0,0,1,0.75,1,0,0,0,0,0
"11732",11731,1,0,0,0,0,0,0.00321905478839213,0,0,0.75,0.25,0,0,0,0,0,0
"11733",11732,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0
"11734",11733,0.5,0,1,0,1,1,0,0.0163496223870165,0.000539829980979605,0.75,0.75,0,0,0,0,0,0
"11735",11734,1,0,1,0,1,0,0,0,0,0.75,0.75,0,0,0,0,0,0
"11736",11735,0.5,0,1,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0
"11737",11736,1,0,1,0,0,0,1,0,0,0.75,0.25,0,0,0,0,0,0
"11738",11737,0.5,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"11739",11738,1,0,1,0,1,1,1,0,0,0.75,0.25,0,0,0,0,0,0
"11740",11739,0.5,0,1,0,1,0,0,0,0,0.25,0.25,0,0,0,0,0,0
"11741",11740,0.5,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
"11742",11741,1,0,1,0,1,1,1,0,0,0.75,0.25,0,0,0,0,0,0
"11743",11742,1,0,1,0,1,0,0.000276272948085564,0,0,1,0,0,0,0,0,0,0
"11744",11743,0.5,0,1,0,1,1,0,0,0,0.75,0,0,0,0,0,0,0
"11745",11744,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0
"11746",11745,0.5,0,0,0,0,0,1,0,0,0.75,0.25,0,0,0,0,0,0
"11747",11746,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
"11748",11747,0.5,0,1,0,0,0,1,0,0,0.75,0.25,0,0,0,0,0,0
"11749",11748,1,0,1,0,1,1,1,0,0,0.75,0.75,0,0,0,0,0,0
"11750",11749,0.5,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"11751",11750,0,0,1,0,1,0,0,0,0,0.5,0.5,0,0,0,0,0,0
"11752",11751,0.5,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"11753",11752,1,0,1,0,0,1,0.00028229438333422,0,0,1,0.75,0,0,0,0,0,0
"11754",11753,0.5,0,1,0,1,0,0,0,1,0.75,0.25,0,0,0,0,0,0
"11755",11754,1,0,1,0,0,0,0,0,0,1,0.75,0,0,0,0,1,0
"11756",11755,1,0,1,0,1,1,0,0,0,0.75,0.75,0,0,0,0,0,0
"11757",11756,0.5,0,1,0,0,0,1,0,0,1,0.25,0,0,0,0,0,0
"11758",11757,0.5,0,1,0,0,0,0,0.00812130468116209,6.28132478042648e-05,0.75,0.25,0,0,0,0,0,0
"11759",11758,0.5,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"11760",11759,0.5,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"11761",11760,1,0,1,0,1,1,0,0,1,0.25,0.25,0,0,0,0,0,0
"11762",11761,0.5,0,0,0,0,0,1,0.00403669246660442,0.00273194894073189,0.75,0.25,0,0,0,0,0,0
"11763",11762,0,0,1,0,0,0,0,0,0,0.75,0,0,0,0,0,1,1
"11764",11763,0.5,0,1,0,0,0,1,0,0,0.75,0.75,0,0,0,0,0,0
"11765",11764,1,0,0,0,1,1,0,0,0,1,0.75,0,0,0,0,0,0
"11766",11765,1,0,1,0,0,0,0,1,0,0.75,0.25,0,0,0,0,0,1
"11767",11766,0.5,0,1,0,1,1,0,0,0,0.75,0.75,0,0,0,0,0,0
"11768",11767,0.5,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"11769",11768,0.5,0,1,0,0,0,0,1,0,1,0.25,0,0,0,0,0,0
"11770",11769,0.5,0,1,0,1,0,0,1,0,0.75,0.25,0,0,0,0,0,0
"11771",11770,0.5,0,0,0,1,0,1,0.00739322783008144,0.000907758582564225,0.110434622466345,0.0347114349436368,0,0,0,0,0,0
"11772",11771,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"11773",11772,1,0,1,1,1,1,1,0,1,0.25,0,0,0,0,0,0,0
"11774",11773,0.5,0,1,0,0,0,0,0,0,1,0.75,0,0,0,0,0,0
"11775",11774,0.5,0,1,0,1,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"11776",11775,0.5,0,1,0,0,1,0.000175766168486613,0,0,0.5,0.25,0,0,0,0,0,0
"11777",11776,1,0,1,0,0,0,1,0,0,1,0.75,0,0,0,0,1,0
"11778",11777,1,0,1,0,0,0,0.000214204818288152,0,0,0.75,0.75,0,0,0,0,0,0
"11779",11778,0.5,0,1,0,1,1,1,0,0,1,0.75,0,0,0,0,0,0
"11780",11779,0.5,0,1,0,0,0,0,0,0,1,0.25,0,1,0,0,0,0
"11781",11780,0.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"11782",11781,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"11783",11782,0.5,0,1,0,1,1,1,0,0,1,0.75,0,0,0,0,0,0
"11784",11783,0.5,0,1,0,0,0,0,1,0,0.25,0.75,0,0,0,0,0,0
"11785",11784,0.5,0,1,0,0,0,1,0,0,0.5,0.5,0,0,0,0,0,0
"11786",11785,0.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"11787",11786,1,0,0,0,0,0,1,0,0,1,0.25,0,0,0,0,0,0
"11788",11787,1,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"11789",11788,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
"11790",11789,1,0,1,0,1,0.00235107092232235,1,0,1,1,0.5,0,0,0,0,0,0
"11791",11790,0,0,1,0,1,1,1,0,0,0.75,1,0,0,0,0,0,0
"11792",11791,0.5,0,1,1,0,1,1,0,1,1,0.75,0,0,0,0,0,0
"11793",11792,1,0,1,0,0,0,0,1,0,0.75,0.25,0,0,0,0,0,0
"11794",11793,0.5,0,1,0,0,0,0,0,0,0.25,0,0,0,0,0,1,1
"11795",11794,1,0,1,0,0,0,0,1,1,0.75,0.25,0,0,0,0,0,0
"11796",11795,0,1,1,1,1,1,5.59775475564771e-05,0.0032979251640288,7.53628279723661e-06,0.083817869653404,0.00939115637763755,0,0,0,0,0,0
"11797",11796,0.5,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"11798",11797,0.5,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"11799",11798,1,0,1,0,0,0,0.000982601247672947,0,0,1,1,0,0,0,0,0,0
"11800",11799,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
"11801",11800,1,0,1,0,1,1,1,0,0,0.75,0.75,0,0,0,0,0,0
"11802",11801,1,0,1,0,0,0,1,0.0118131549130589,0,1,0,0,0,0,0,0,0
"11803",11802,0.5,0,1,0,0,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"11804",11803,1,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"11805",11804,0,1,1,0,1,0,0,0,0,0.75,0,0,0,0,0,0,0
"11806",11805,0,0,1,0,1,1,0,0,0,0.5,0,0,0,0,0,0,0
"11807",11806,0.5,0,0,0,0,0,1,0,0,0.75,1,0,0,0,0,0,0
"11808",11807,0.5,0,1,0,0,0,1,0,0,1,0.5,0,0,0,0,0,0
"11809",11808,0.5,0,0,0,0,0,0,1,0,0.25,0.25,0,0,0,0,0,0
"11810",11809,1,1,1,1,1,1,1,1,0,0.75,0.75,0,0,0,0,0,1
"11811",11810,1,0,1,0,0,0,1,0,0,0.75,0.25,1,0,0,0,0,0
"11812",11811,0,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"11813",11812,1,0,0,0,0,0,1,0,1,1,0.75,0,0,0,0,0,0
"11814",11813,1,0,1,0,1,0,1,0.0139490018403703,0.00159144293811123,0.25,0,0,0,0,0,0,0
"11815",11814,0.5,0,1,0,1,1,0,0,0,0.25,0.25,0,0,0,0,0,0
"11816",11815,0.5,0,1,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"11817",11816,1,0,1,0,0,0,0,0,1,0.5,1,0,0,0,0,0,0
"11818",11817,0.5,0,1,1,1,1,0.00999223307956407,0,0,1,0.25,0,0,0,0,0,0
"11819",11818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11820",11819,0.5,0,1,0,0,0,0,0,0,1,0.75,0,0,0,0,0,0
"11821",11820,0.5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"11822",11821,1,0,1,0,1,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"11823",11822,0.5,0,1,1,1,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"11824",11823,0.5,0,1,0,1,1,1,0,0,1,0.25,0,0,0,0,0,0
"11825",11824,1,0,1,0,0,0,0,0,1,0.25,0,0,0,0,0,0,0
"11826",11825,0,1,1,1,1,0,2.9381453500557e-05,0.0186074972476869,7.56275548114801e-06,0.0815335005270557,0.00953008319483322,0,0,0,0,0,0
"11827",11826,1,0,1,0,0,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"11828",11827,1,0,1,0,0,0,1,1,1,0.25,0.25,0,0,0,0,0,0
"11829",11828,1,0,1,0,1,0,0,0,0,0.75,0.75,0,0,0,0,0,0
"11830",11829,1,0,1,0,1,1,0,0,0,0.25,0,0,0,0,0,0,0
"11831",11830,1,0,1,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"11832",11831,1,0,1,1,0,1,0,0,1,1,0.75,0,0,0,0,0,0
"11833",11832,0,0,0,0,0,0,1,0.000594684712682722,1.00526512551192e-06,0.75,0.5,0,0,0,0,0,0
"11834",11833,0.5,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
"11835",11834,1,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,1,0
"11836",11835,1,0,1,0,0,0,0,0,0,0.25,0,0,0,0,0,1,0
"11837",11836,1,0,1,0,1,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"11838",11837,0.5,0,1,0,0,0,1,0,0,0.75,0.25,0,0,0,0,0,0
"11839",11838,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0
"11840",11839,0.5,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"11841",11840,0.5,0,1,0,0,0,0.000150122344080633,0,1,0.75,0.25,0,0,0,0,0,0
"11842",11841,0,0,0,0,0,0,0,0,0,1,0.75,0,0,0,0,0,0
"11843",11842,0.5,0,1,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0
"11844",11843,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"11845",11844,0.5,0,1,0,1,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"11846",11845,1,1,1,0,0,1,1,0,0,0.75,0.25,0,0,0,0,0,0
"11847",11846,0.5,0,1,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"11848",11847,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0
"11849",11848,0.5,0,0,0,0,0,0.00130850430193397,0,0,1,0.75,0,0,0,0,0,0
"11850",11849,1,0,0,0,0,0,0,0,0,0.25,0,0,1,0,0,0,0
"11851",11850,0.5,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"11852",11851,1,0,0,0,1,1,0,0,1,1,0.75,0,0,0,0,0,0
"11853",11852,1,0,1,0,0,0,1,0,0,0.75,0.25,0,0,0,0,0,0
"11854",11853,1,0,1,0,0,0,1,0,0,0.25,0,0,0,0,0,0,0
"11855",11854,1,0,1,0,0,1,1,0,0,1,0.75,0,0,0,0,0,0
"11856",11855,1,0,1,0,1,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"11857",11856,0.5,0,1,0,1,1,0,0,0,1,0.25,0,0,0,0,0,0
"11858",11857,0.5,0,1,0,0,0,0,0,1,0.75,0,0,0,0,0,0,0
"11859",11858,0.5,0,1,0,0,1,0.000272681481850522,0,0,1,0.25,0,0,0,0,0,0
"11860",11859,0.5,0,0,0,0,0,1,0,0,0,0.25,0,0,0,0,0,0
"11861",11860,1,1,1,0,1,1,1,0,0,1,0.75,0,0,0,0,0,0
"11862",11861,0.5,0,0,0,1,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"11863",11862,1,0,1,0,0,0,0,0.0422138199174886,0.00280925675979889,0.75,0,0,0,0,0,0,0
"11864",11863,0.5,0,1,0,1,0,1,0,0,0.75,1,0,0,0,0,0,0
"11865",11864,0.5,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,1
"11866",11865,1,0,0,0,0,0,1,0,0,1,0.25,0,0,0,0,0,0
"11867",11866,0.5,0,1,0,1,1,0,0,0,1,0.75,0,0,0,0,0,0
"11868",11867,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
"11869",11868,0.5,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"11870",11869,0.5,0,1,0,0,0,1,0,0,0.75,0.75,0,0,0,0,0,0
"11871",11870,1,0,1,0,1,1,0,1,0,0.75,0.25,0,0,0,0,0,0
"11872",11871,0.5,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0
"11873",11872,0.5,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
"11874",11873,0.5,1,1,0,1,1,0,0,0,1,0.75,0,0,0,0,0,0
"11875",11874,0.5,0,1,0,0,0,0.000167780962624524,0,0,0.75,0.0405207701954025,0,0,0,0,0,0
"11876",11875,1,0,0,0,0,0,0,0,1,0.75,0,0,0,0,0,0,0
"11877",11876,1,0,1,0,1,1,1,0,0,0.75,0.75,0,0,0,0,0,0
"11878",11877,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"11879",11878,1,0,1,0,1,1,1,0,0,0.75,0.75,0,0,0,0,0,0
"11880",11879,1,0,1,0,0,0,0,1,0,0.75,0,0,0,0,0,0,1
"11881",11880,0.5,0,1,0,0,0,1,1,0,0.75,0.75,0,0,0,0,0,0
"11882",11881,0,0,0,0,0,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"11883",11882,0.5,0,1,0,0,0,0,0,0,0.75,0,1,0,0,0,0,0
"11884",11883,0.5,0,1,0,0,0,0,0,1,0.75,0.25,0,0,0,0,0,0
"11885",11884,1,0,1,0,1,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"11886",11885,0.5,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"11887",11886,0.5,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0
"11888",11887,0.5,0,1,0,1,0,1,0,0,1,0.75,0,0,0,0,0,0
"11889",11888,1,0,1,0,0,0,0.000304430681094698,0,0,1,0.75,0,0,0,0,0,0
"11890",11889,0.5,0,1,0,1,0,0,0,0,0.5,0.25,0,0,0,0,0,0
"11891",11890,0.5,0,0,0,0,1,0,1,0,0.75,0,0,0,0,0,0,0
"11892",11891,0.5,0,0,0,1,0,1,0,0,1,0.25,0,0,0,0,0,0
"11893",11892,1,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"11894",11893,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
"11895",11894,0.5,0,1,1,0,0,0,0,0,0.75,0.5,0,0,0,0,0,0
"11896",11895,0.5,0,1,0,0,0,0.000217326361153827,0,0,0,0,0,0,0,0,0,0
"11897",11896,1,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,1
"11898",11897,1,0,1,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
"11899",11898,1,0,1,0,1,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"11900",11899,0.5,0,0,0,0,0,1,0,0,0.75,0.75,0,0,0,0,0,1
"11901",11900,1,0,1,0,0,1,0.0010345224110493,0,0,1,0.75,0,0,0,0,0,0
"11902",11901,1,0,1,0,0,0,0,0,1,0.75,0.75,0,0,0,0,0,0
"11903",11902,0.5,0,1,0,0,0,0,1,0,0.75,0.25,0,0,0,0,0,0
"11904",11903,1,0,1,0,1,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"11905",11904,0.5,0,1,0,1,0,0,0,0,0.75,0,0,0,0,0,0,0
"11906",11905,0.5,0,0,0,1,0,1,0,0,1,0.75,0,0,0,0,0,0
"11907",11906,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"11908",11907,0,0,1,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0
"11909",11908,1,0,0,0,0,0,0.00137297653036197,0,0,1,0.25,0,0,0,0,0,0
"11910",11909,1,0,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0
"11911",11910,0.5,0,1,1,0,0,1,0,0,0.75,0.75,0,0,0,0,0,0
"11912",11911,1,0,1,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0
"11913",11912,0,0,1,0,0,0,0,0.00124526937816785,1.00668271959919e-06,0.23514014674563,0.0116926754481411,0,0,0,0,0,0
"11914",11913,1,0,1,0,0,1,1,0,0,0.75,0,0,0,0,0,0,0
"11915",11914,0.5,0,1,0,1,1,0,0,0,1,0.75,0,0,0,0,0,0
"11916",11915,1,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"11917",11916,0.5,0,1,0,1,0,0,0,1,0.75,0,0,0,0,0,0,0
"11918",11917,0.5,0,1,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0
"11919",11918,0.5,0,1,0,0,0,0,0,0,1,0.75,0,0,0,0,0,0
"11920",11919,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"11921",11920,0.5,0,1,0,0,1,0,0,0,0.75,0.75,0,0,0,0,0,0
"11922",11921,1,0,1,0,0,0,1,0,0,1,0.75,0,0,0,0,0,0
"11923",11922,0,0,1,0,1,1,0,0,0,0.75,0,0,0,0,0,0,0
"11924",11923,1,0,1,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
"11925",11924,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"11926",11925,0.5,0,0,0,0,0,0.000247661964479774,0,0,0.25,0.25,0,0,0,0,0,0
"11927",11926,1,0,1,0,1,0,0,1,0,0.25,0.75,0,0,0,0,0,0
"11928",11927,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
"11929",11928,0.5,0,0,0,0,0,0,0,0,0.75,0,0,1,0,0,0,0
"11930",11929,0.5,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0
"11931",11930,0,0,1,0,1,1,0,0,0,0.5,0,0,0,0,0,0,0
"11932",11931,0.5,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"11933",11932,0.5,0,1,0,1,1,1,0,0,0.75,0.25,0,0,0,0,0,0
"11934",11933,0.5,0,1,0,1,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"11935",11934,0.5,0,1,0,0,0,1,0,0,0.25,0.75,0,0,0,0,0,0
"11936",11935,0,0,1,0,1,0,0,0,0,0.5,0.5,0,0,0,0,0,0
"11937",11936,0,0,0,0,0,1,0,0,0,0.75,0.75,0,0,0,0,0,0
"11938",11937,0.5,0,0,0,0,0,0,0,1,0.75,0,0,0,0,0,0,0
"11939",11938,0,0,0,0,0,0,0,0,0,1,0.75,0,0,0,0,0,0
"11940",11939,0,0,1,0,1,1,0,0,1,1,0.75,0,0,0,0,0,0
"11941",11940,0.5,0,1,0,1,1,1,0,0,0.75,0.75,0,0,0,0,0,0
"11942",11941,1,0,1,0,1,1,0,0,0,0,0.5,0,0,0,0,0,0
"11943",11942,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"11944",11943,0.5,0,0,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0
"11945",11944,1,0,1,1,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0
"11946",11945,0.5,1,0,0,0,0,0,0,0,0.75,1,0,0,0,0,0,0
"11947",11946,1,0,0,0,0,0,1,1,0,1,0.75,0,0,0,0,0,0
"11948",11947,0.5,0,0,0,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0
"11949",11948,1,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"11950",11949,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"11951",11950,0.5,0,0,0,1,1,0,0,0,0.75,0,0,0,0,0,0,0
"11952",11951,0.5,0,1,0,0,1,0,0,1,1,0.75,0,0,0,0,0,0
"11953",11952,1,0,1,0,0,0,1,1,1,0.75,0.25,0,0,0,0,0,0
"11954",11953,0.5,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0
"11955",11954,0.5,0,1,0,1,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"11956",11955,0.5,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"11957",11956,0.5,0,1,0,0,0,0,0,0,1,0.75,0,0,0,0,0,0
"11958",11957,1,0,1,0,1,1,0,0,0,0.75,0.25,0,0,0,0,0,0
"11959",11958,0.5,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"11960",11959,0.5,0,0,0,0,0,0,0,1,1,0.75,0,0,0,0,0,0
"11961",11960,1,0,1,0,0,0,0,0,0,0.75,0.25,1,0,0,0,0,0
"11962",11961,0.5,0,1,0,0,0,0,0,0,1,0.75,0,0,0,0,0,0
"11963",11962,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0
"11964",11963,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"11965",11964,0.5,0,1,0,1,1,1,0,0,1,0.25,0,0,0,0,0,0
"11966",11965,0.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"11967",11966,0.5,0,1,0,0,0,0,0,0,1,0.75,0,0,0,0,0,0
"11968",11967,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"11969",11968,1,0,1,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
"11970",11969,0.5,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"11971",11970,1,0,1,1,1,1,0,0,0,0.75,0.75,0,0,0,0,0,0
"11972",11971,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"11973",11972,0.5,0,1,0,1,1,0,0,0,0.25,0,0,0,0,0,0,0
"11974",11973,0.0676182107000111,0,1,0,0,0,1,0,0,0.75,0.75,0,0,0,0,0,0
"11975",11974,0.5,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0
"11976",11975,1,0,1,0,1,1,0,0,0,0.75,0.75,1,0,0,0,0,0
"11977",11976,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0
"11978",11977,1,0,0,0,0,0,0,0,1,0.75,1,0,0,0,0,0,0
"11979",11978,1,0,1,0,0,0,0,0,0,1,0.75,0,0,0,0,0,0
"11980",11979,0.5,0,1,0,1,0,0,0,0,0.75,0.75,0,0,0,0,0,0
"11981",11980,0.5,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"11982",11981,0.5,0,1,0,0,0,1,0,0,1,0.75,0,0,0,0,0,0
"11983",11982,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1
"11984",11983,0.5,1,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,1
"11985",11984,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
"11986",11985,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"11987",11986,0.5,0,1,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0
"11988",11987,1,0,1,0,0,0,0,0,0,0.75,0.25,0,0,1,0,0,0
"11989",11988,0.5,0,1,0,0,0,0,0,0,0.25,0,1,0,0,0,0,0
"11990",11989,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
"11991",11990,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"11992",11991,0.5,0,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"11993",11992,1,0,1,0,0,1,0,0,0,0.75,0,0,0,0,0,0,0
"11994",11993,0.0479308101295108,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
"11995",11994,0.5,0,1,0,1,0,0,0,0,0.75,0.25,0,0,0,0,0,0
"11996",11995,1,0,1,1,1,1,0.00425696049863562,0,0,1,1,0,0,0,0,0,0
"11997",11996,0,0,0,0,0,0,0,0.00885939875627755,3.626263248773e-06,0.292016347601137,0.0155178560142036,0,0,0,0,0,0
"11998",11997,0.5,0,0,1,0,0,1,0,1,0.75,0.75,0,0,0,0,0,0
"11999",11998,0.5,0,0,0,0,0,0.000303969828909197,0,0,0.75,0.25,1,0,0,0,0,0
"12000",11999,1,0,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0,0
"12001",12000,0.5,0,1,0,1,1,0,0,0,0.5,0,0,0,0,0,0,0
"12002",12001,1,0,0,1,0,0,1,0,0,1,0.75,0,0,0,0,0,0
"12003",12002,1,0,1,0,0,1,1,0,0,1,0.25,0,0,0,0,0,0
"12004",12003,0.5,0,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0
